,Rnd,Pick,Tm,Player,Pos,Age,Yrs,Yrs_Starter,wAV,dAV,Games,College,Drafted,wAVpG,dAVpG,Cap,AV_percentile,fit_wAVpG
596,3,90,DEN,Kayvon Webster,DB,22,7,1,9,4,69,South Florida,2013,0.13043478260869565,0.057971014492753624,0.4367042645011353,45.3,0.17468886479645818
597,3,91,NWE,Duron Harmon,DB,22,11,3,29,16,168,Rutgers,2013,0.17261904761904762,0.09523809523809523,0.4355172135216929,56.3,0.1735112056655831
599,3,93,MIA,Will Davis,DB,23,4,0,0,0,20,Utah St.,2013,0.0,0.0,0.433143111562808,7.9,0.1712236754796401
611,4,105,BUF,Duke Williams,DB,22,4,0,8,8,58,Nevada,2013,0.13793103448275862,0.13793103448275862,0.4188984998094989,47.2,0.15926582695409053
617,4,111,PIT,Shamarko Thomas,DB,22,6,0,5,4,66,Syracuse,2013,0.07575757575757576,0.06060606060606061,0.4117761939328443,25.5,0.15431098775710828
620,4,114,DAL,B.W. Webb,DB,23,7,2,14,1,80,William & Mary,2013,0.175,0.0125,0.408215040994517,56.8,0.15206017438025493
625,4,119,WAS,Phillip Thomas,DB,24,2,0,2,2,8,Fresno St.,2013,0.25,0.25,0.4022797860973049,74.6,0.14861547977700207
640,5,134,KAN,Sanders Commings,DB,23,1,0,0,0,2,Georgia,2013,0.0,0.0,0.3844740214056685,7.9,0.1402233927907418
642,5,136,PHI,Earl Wolff,DB,23,2,0,4,4,18,North Carolina St.,2013,0.2222222222222222,0.2222222222222222,0.3820999194467837,68.5,0.13928573579991038
644,5,138,SEA,Tharold Simon,DB,22,4,0,4,3,20,LSU,2013,0.2,0.15,0.3797258174878988,63.7,0.1383828492804609
649,5,143,BUF,Jonathan Meeks,DB,23,4,0,2,2,38,Clemson,2013,0.05263157894736842,0.05263157894736842,0.3737905625906866,17.6,0.13626141210257153
651,5,145,SDG,Steve Williams,DB,22,4,0,4,4,32,California,2013,0.125,0.125,0.3714164606318018,43.4,0.13546061220308492
655,5,149,STL,Brandon McGee,DB,22,3,0,1,1,18,Miami (FL),2013,0.05555555555555555,0.05555555555555555,0.3666682567140321,18.0,0.133927216461665
656,5,150,PIT,Terry Hawthorne,DB,23,0,0,0,0,0,Illinois,2013,0.0,0.0,0.3654812057345896,7.9,0.1335562609614599
658,5,152,NYG,Cooper Taylor,DB,23,3,0,1,1,16,Richmond,2013,0.0625,0.0625,0.3631071037757048,20.0,0.13282704319102195
665,5,159,GNB,Micah Hyde,DB,22,11,7,55,13,158,Iowa,2013,0.34810126582278483,0.08227848101265822,0.3547977469196078,91.5,0.1303753765260715
675,6,169,JAX,Josh Evans,DB,22,4,3,13,13,49,Florida,2013,0.2653061224489796,0.2653061224489796,0.3429272371251836,78.4,0.12697687664948237
681,6,175,CLE,Jamoris Slaughter,DB,23,0,0,0,0,0,Notre Dame,2013,0.0,0.0,0.3418748231279675,7.9,0.12488189150062257
697,6,191,WAS,Bacarri Rambo,DB,23,4,1,8,1,41,Georgia,2013,0.1951219512195122,0.024390243902439025,0.338227511057567,62.4,0.11850599381412896
698,6,192,IND,John Boyett,DB,23,0,0,0,0,0,Oregon,2013,0.0,0.0,0.3379995540531669,7.9,0.11804909757634197
708,6,202,TEN,Khalid Wooten,DB,23,2,0,0,0,3,Nevada,2013,0.0,0.0,0.3357199840091666,7.9,0.11294815700632754
714,7,208,JAX,Jeremy Harris,DB,22,3,0,0,0,7,New Mexico St.,2013,0.0,0.0,0.3343522419827663,7.9,0.10933865526173481
716,7,210,JAX,Demetrius McCray,DB,22,5,1,8,8,49,Appalachian St.,2013,0.16326530612244897,0.16326530612244897,0.3338963279739663,53.7,0.1080290574712981
724,7,218,PHI,Jordan Poyer,DB,22,11,6,51,0,155,Oregon St.,2013,0.32903225806451614,0.0,0.332072671938766,89.7,0.10219210926439254
749,7,243,ATL,Kemal Ishmael,DB,22,7,1,13,13,95,Central Florida,2013,0.1368421052631579,0.1368421052631579,0.3263737468287651,46.9,0.0762810381964944
750,7,244,ATL,Zeke Motta,DB,23,1,0,1,1,10,Notre Dame,2013,0.1,0.1,0.326145789824365,35.4,0.07495699448978144
753,7,247,BAL,Marc Anthony,DB,23,0,0,0,0,0,California,2013,0.0,0.0,0.3254619188111649,7.9,0.07083407083103976
754,7,248,TEN,Daimion Stafford,DB,22,4,0,7,7,62,Nebraska,2013,0.11290322580645161,0.11290322580645161,0.3252339618067649,39.0,0.06940846119754013
756,7,250,MIA,Don Jones,DB,23,4,0,2,1,56,Arkansas St.,2013,0.03571428571428571,0.017857142857142856,0.3247780477979648,15.9,0.06647842168776974
758,7,252,SFO,Marcus Cooper,DB,23,6,1,14,0,75,Rutgers,2013,0.18666666666666668,0.0,0.3243221337891647,60.4,0.06344121338553443
768,1,8,CLE,Justin Gilbert,DB,22,3,0,4,3,35,Oklahoma St.,2014,0.11428571428571428,0.08571428571428572,2.1001237597643025,39.5,0.3781633525508713
774,1,14,CHI,Kyle Fuller,DB,22,9,5,48,45,113,Virginia Tech,2014,0.4247787610619469,0.39823008849557523,1.4430277589751568,95.2,0.35429072151291074
778,1,18,NYJ,Calvin Pryor,DB,22,4,3,13,13,46,Louisville,2014,0.2826086956521739,0.2826086956521739,1.2518615552188832,82.0,0.33931313635175786
781,1,21,GNB,Ha Ha Clinton-Dix,DB,21,8,6,34,24,98,Alabama,2014,0.3469387755102041,0.24489795918367346,1.201156585740765,91.3,0.3285579733352211
784,1,24,CIN,Darqueze Dennard,DB,22,8,0,13,12,87,Michigan St.,2014,0.14942528735632185,0.13793103448275862,1.1885232500797258,50.5,0.31820320865578744
785,1,25,SDG,Jason Verrett,DB,23,10,2,17,13,41,TCU,2014,0.4146341463414634,0.3170731707317073,1.1845211921556298,94.6,0.3148391452427492
787,1,27,ARI,Deone Bucannon,DB,22,7,4,32,29,84,Washington St.,2014,0.38095238095238093,0.34523809523809523,1.1643098047142706,93.4,0.30824043801493967
790,1,30,SFO,Jimmie Ward,DB,23,10,5,28,25,116,Northern Illinois,2014,0.2413793103448276,0.21551724137931033,1.067392346870122,73.0,0.2986612571141605
791,1,31,DEN,Bradley Roby,DB,22,10,4,25,15,135,Ohio St.,2014,0.18518518518518517,0.1111111111111111,1.0067130865837308,60.0,0.29555198638355507
801,2,41,STL,Lamarcus Joyner,DB,23,9,4,26,15,110,Florida St.,2014,0.23636363636363636,0.13636363636363635,0.7383752623246587,72.0,0.266683599528693
818,2,58,NOR,Stanley Jean-Baptiste,DB,24,4,0,0,0,5,Nebraska,2014,0.0,0.0,0.5267165964769047,7.9,0.2262220834697025
828,3,68,ATL,Dezmen Southward,DB,23,4,0,1,1,20,Wisconsin,2014,0.05,0.05,0.4628193860488687,17.1,0.2069704216505228
839,3,79,BAL,Terrence Brooks,DB,22,8,0,8,2,105,Florida St.,2014,0.0761904761904762,0.01904761904761905,0.449761825275002,25.7,0.18923032416099989
